ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,CreditScoreGroup
25389,2019,ncf,joint,nopre,type2,p4,l1,nopc,b/c,126500,3.5,1.224,4478.4,180,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,8580,cib,580,exp,55-64,to_inst,85.47297297,central,direct,0,29,500-600
25390,2019,cf,female,nopre,type2,p1,l1,nopc,b/c,326500,4.125,0.9786,0,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,4260,cib,512,cib,25-34,to_inst,96.59763314,north,direct,0,47,500-600
25391,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,486500,3.69,0.0077,941.4,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,8340,exp,828,exp,35-44,not_inst,73.93617021,north,direct,0,29,800-900
25392,2019,cf,joint,nopre,type1,p2,l1,nopc,nob/c,176500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,sr,home,1u,9420,equi,588,exp,65-74,to_inst,75.13586957,north,direct,1,39,500-600
25393,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,406500,3.69,-0.028,0,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1u,15240,cib,822,exp,35-44,not_inst,74.17883212,north,direct,0,13,800-900
25394,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,726500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,14160,equi,730,exp,>74,to_inst,75.13586957,south,direct,1,39,700-800
25395,2019,cf,"sex not available",pre,type2,p4,l1,nopc,b/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,5760,exp,858,cib,45-54,to_inst,92.53472222,south,direct,1,39,800-900
25396,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,216500,4.99,1.2567,4054.09,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,5160,exp,815,cib,55-64,to_inst,83.91472868,north,direct,0,32,800-900
25397,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,366500,3.99,0.3904,2596.45,300,not_neg,not_int,not_lpsm,598000,sb,pr,home,1u,5760,exp,597,exp,>74,to_inst,61.28762542,north,direct,1,39,500-600
25398,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,566500,3.5,-0.1042,2131.24,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,6000,cib,731,cib,35-44,not_inst,90.20700637,south,direct,0,49,700-800
25399,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,-0.1642,0,360,neg_amm,not_int,not_lpsm,488000,sb,pr,home,1u,6900,cib,646,exp,35-44,not_inst,79.20081967,south,direct,0,30,600-700
25400,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,506500,3.625,-0.1789,209,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1u,9720,exp,563,cib,35-44,not_inst,74.70501475,south,direct,0,27,500-600
25401,2019,cf,male,pre,type1,p4,l1,nopc,nob/c,226500,4.625,0.4646,5358.88,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,4440,cib,525,cib,25-34,to_inst,87.79069767,north,direct,0,47,500-600
25402,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,416500,3.99,0.2766,6425,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1u,4260,crif,585,exp,>74,to_inst,51.5470297,south,direct,0,44,500-600
25403,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,176500,3.99,0.4736,4156.25,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1u,3360,crif,783,exp,>74,to_inst,65.85820896,south,direct,0,40,700-800
25404,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,506500,4.375,0.559,1890,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1u,12840,exp,782,cib,55-64,not_inst,74.70501475,north,direct,0,49,700-800
25405,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,396500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1u,21000,cib,540,cib,45-54,to_inst,102.1907216,south,direct,1,17,500-600
25406,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,606500,3.69,-0.0311,4341,360,not_neg,not_int,not_lpsm,828000,sb,pr,home,1u,7800,crif,761,exp,45-54,not_inst,73.24879227,south,direct,0,36,700-800
25407,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,626500,4.125,-0.155,995,360,not_neg,not_int,not_lpsm,788000,sb,pr,home,1u,7560,exp,784,cib,25-34,not_inst,79.50507614,south,direct,0,44,700-800
25408,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,576500,3.75,0.1516,0,180,not_neg,not_int,not_lpsm,2608000,sb,pr,home,1u,11520,cib,725,exp,55-64,not_inst,22.10506135,north,direct,0,46,700-800
25409,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,126500,4.25,1.4331,2329.8,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,4680,crif,657,exp,55-64,to_inst,85.47297297,south,direct,0,49,600-700
25410,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,556500,4.56,0.26,2839,360,neg_amm,not_int,not_lpsm,618000,sb,pr,home,1u,9720,exp,752,cib,35-44,not_inst,90.04854369,south,direct,0,40,700-800
25411,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,546500,3.625,-0.143,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1u,8160,exp,715,exp,25-34,not_inst,75.06868132,north,direct,0,35,700-800
25412,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,196500,3.75,0.605,1410.34,240,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,2760,cib,756,exp,45-54,not_inst,70.68345324,south,direct,0,47,700-800
25413,2019,cf,female,nopre,type2,p1,l2,nopc,b/c,126500,4.5,1.3069,2587.02,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1u,2160,cib,834,cib,35-44,to_inst,98.828125,central,direct,0,40,800-900
25414,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,356500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,4320,equi,557,exp,45-54,not_inst,75.13586957,south,direct,1,39,500-600
25415,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,286500,3.75,0.8279,5250,180,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,7440,crif,833,cib,55-64,to_inst,77.85326087,north,direct,0,31,800-900
25416,2019,cf,male,nopre,type1,p4,l2,nopc,nob/c,166500,3.99,0.3904,2596.45,144,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,5760,equi,585,exp,65-74,to_inst,75.13586957,north,direct,1,39,500-600
25417,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,226500,4.125,0.5905,4701.56,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,2640,crif,880,cib,65-74,to_inst,76.00671141,north,direct,0,42,800-900
25418,2019,cf,joint,nopre,type1,p2,l1,nopc,nob/c,486500,4.25,-0.2048,503.24,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1u,12300,crif,616,exp,35-44,not_inst,56.7016317,north,direct,0,21,600-700
25419,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3960,equi,727,exp,>74,to_inst,75.13586957,north,direct,1,39,700-800
25420,2019,cf,female,pre,type1,p4,l1,nopc,nob/c,236500,4.125,0.4061,295,360,not_neg,not_int,not_lpsm,738000,sb,pr,home,1u,3720,cib,654,exp,55-64,to_inst,32.04607046,north,direct,0,47,600-700
25421,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,486500,3.125,0.5587,16087.19,156,not_neg,not_int,not_lpsm,828000,sb,pr,home,2u,13860,exp,561,cib,55-64,to_inst,58.75603865,north,direct,0,25,500-600
25422,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,186500,4.99,1.3913,2378.13,360,not_neg,not_int,not_lpsm,378000,sb,ir,home,1u,5340,cib,791,cib,45-54,to_inst,49.33862434,north,direct,0,21,700-800
25423,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,396500,3.625,0.7804,12246.98,180,not_neg,not_int,not_lpsm,568000,sb,pr,home,1u,13140,crif,613,exp,45-54,to_inst,69.80633803,south,direct,0,36,600-700
25424,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,346500,3.25,-0.448,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,5760,exp,884,exp,35-44,to_inst,84.92647059,south,direct,0,39,800-900
25425,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,626500,2.99,-0.6885,6875.07,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,5760,exp,570,exp,55-64,to_inst,99.7611465,south,direct,0,39,500-600
25426,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,336500,3.375,-0.2774,3905.9,324,neg_amm,not_int,not_lpsm,578000,sb,pr,home,1u,3240,exp,805,cib,>74,not_inst,58.21799308,central,direct,0,49,800-900
25427,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,306500,4.18,-0.0623,4241.88,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1u,3600,cib,899,exp,45-54,to_inst,58.04924242,south,direct,0,44,800-900
25428,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,416500,3.25,-0.3023,6022.5,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,6360,exp,890,cib,65-74,not_inst,74.64157706,north,direct,0,33,800-900
25429,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,436500,2.99,0.3374,14135.15,180,not_neg,not_int,not_lpsm,908000,sb,sr,home,1u,14340,crif,545,cib,>74,to_inst,48.07268722,north,direct,0,41,500-600
25430,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1u,8760,cib,720,cib,35-44,to_inst,84.16955017,north,direct,1,46,700-800
25431,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.3904,2596.45,360,not_neg,int_only,not_lpsm,418000,sb,pr,home,1u,4620,equi,775,exp,65-74,to_inst,75.13586957,north,direct,1,39,700-800
25432,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,516500,3.625,0.8943,0,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1u,5760,exp,722,exp,25-34,not_inst,80.95611285,north,direct,0,39,700-800
25433,2019,cf,joint,nopre,type1,p4,l2,nopc,nob/c,596500,4.56,0.4791,4720,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1u,16680,cib,526,exp,35-44,to_inst,78.6939314,north,direct,0,36,500-600
25434,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,716500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,1198000,sb,pr,home,1u,7860,crif,553,exp,25-34,not_inst,59.80801336,north,direct,1,61,500-600
25435,2019,ncf,"sex not available",nopre,type3,p3,l1,nopc,nob/c,566500,4.5,0.3124,710.51,360,neg_amm,not_int,not_lpsm,608000,sb,pr,home,1u,16260,cib,561,cib,55-64,to_inst,93.17434211,south,direct,0,22,500-600
25436,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,296500,4.375,0.9005,9133.25,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,4680,crif,845,cib,55-64,to_inst,80.57065217,south,direct,0,40,800-900
25437,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,356500,3.625,0.037,0,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,5160,crif,815,cib,<25,not_inst,79.57589286,south,direct,0,39,800-900
25438,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,256500,5.125,0.7443,2716.74,360,neg_amm,not_int,not_lpsm,268000,sb,pr,home,1u,5760,exp,513,cib,35-44,to_inst,95.70895522,north,direct,0,36,500-600
25439,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,586500,4,0.491,4395,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1u,7800,crif,569,exp,45-54,not_inst,80.56318681,north,direct,0,45,500-600
25440,2019,cf,joint,nopre,type1,p4,l2,nopc,nob/c,626500,4.375,0.4637,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1u,9060,exp,898,exp,45-54,not_inst,86.05769231,south,direct,0,41,800-900
25441,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,266500,4.5,0.1008,795,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1u,4260,cib,719,exp,55-64,to_inst,50.47348485,north,direct,0,46,700-800
25442,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,236500,3.625,0.3673,4147.88,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,3300,cib,596,exp,25-34,to_inst,99.3697479,north,direct,0,49,500-600
25443,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,286500,3.625,-0.0425,433.6,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1u,4440,exp,879,exp,25-34,not_inst,52.2810219,south,direct,0,31,800-900
25444,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,566500,4.125,-0.0713,0,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,5760,exp,814,exp,45-54,to_inst,86.09422492,south,direct,0,39,800-900
25445,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,656500,4.99,1.014,1790,360,neg_amm,not_int,not_lpsm,698000,sb,pr,home,1u,11100,cib,750,cib,35-44,not_inst,94.05444126,south,direct,0,41,700-800
25446,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,466500,3.99,0.2659,4454,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,10380,cib,848,exp,25-34,to_inst,69.83532934,south,direct,0,33,800-900
25447,2019,cf,female,nopre,type2,p4,l2,nopc,b/c,186500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1u,5820,cib,549,cib,35-44,to_inst,85.55045872,north,direct,1,26,500-600
25448,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,416500,4.625,0.2047,2722.95,360,neg_amm,not_int,not_lpsm,798000,sb,pr,home,1u,4560,exp,709,exp,55-64,to_inst,52.19298246,south,direct,0,46,700-800
25449,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,356500,4.5,0.0663,0,360,neg_amm,not_int,not_lpsm,658000,sb,pr,home,1u,7860,exp,735,exp,25-34,to_inst,54.17933131,south,direct,0,22,700-800
25450,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,386500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,6300,crif,829,cib,45-54,to_inst,79.20081967,north,direct,1,18,800-900
25451,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,446500,4.75,0.3523,1027.03,360,neg_amm,not_int,not_lpsm,468000,sb,pr,home,1u,4800,crif,546,cib,25-34,not_inst,95.40598291,north,direct,0,49,500-600
25452,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,226500,3.99,0.3904,2596.45,324,neg_amm,not_int,not_lpsm,238000,sb,pr,home,1u,4920,crif,633,cib,55-64,to_inst,95.16806723,north,direct,1,41,600-700
25453,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,296500,3.99,0.3904,2596.45,300,neg_amm,int_only,not_lpsm,418000,sb,pr,home,1u,10080,equi,547,exp,>74,to_inst,75.13586957,south,direct,1,39,500-600
25454,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,376500,4.99,0.5677,1266.47,360,not_neg,not_int,not_lpsm,438000,sb,sr,home,1u,32400,crif,818,cib,35-44,not_inst,85.95890411,north,direct,0,24,800-900
25455,2019,cf,female,nopre,type1,p2,l1,nopc,nob/c,326500,4.75,0.322,950,360,neg_amm,not_int,not_lpsm,438000,sb,ir,home,1u,16200,cib,776,cib,45-54,not_inst,74.543379,south,direct,0,31,700-800
25456,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,256500,4.25,-0.1801,425,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,3120,cib,728,exp,25-34,not_inst,52.56147541,south,direct,0,48,700-800
25457,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,11640,equi,857,exp,45-54,to_inst,75.13586957,north,direct,1,39,800-900
25458,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,216500,3.625,-0.0225,0,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1u,5760,exp,881,cib,55-64,to_inst,99.31192661,south,direct,0,39,800-900
25459,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,706500,4.75,0.372,4705.26,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1u,17640,cib,899,cib,35-44,not_inst,79.56081081,south,direct,0,46,800-900
25460,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,246500,3.75,0.2054,953.07,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,5760,crif,629,cib,55-64,to_inst,95.54263566,north,direct,0,39,600-700
25461,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,266500,4.125,-0.1822,4620,360,neg_amm,not_int,not_lpsm,338000,sb,pr,home,1u,9180,cib,669,cib,45-54,to_inst,78.84615385,south,direct,0,38,600-700
25462,2019,cf,male,nopre,type1,p1,l2,nopc,nob/c,416500,4.375,0.2927,0,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1u,5280,crif,806,cib,35-44,not_inst,80.40540541,north,direct,0,42,800-900
25463,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,376500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,sr,home,1u,13080,crif,680,cib,55-64,to_inst,90.07177033,north,direct,1,44,600-700
25464,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,0.464,0,240,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,7140,exp,774,exp,45-54,not_inst,68.12267658,south,direct,0,36,700-800
25465,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,276500,3.875,0.4019,5975,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,3840,exp,565,exp,35-44,to_inst,67.76960784,south,direct,0,43,500-600
25466,2019,cf,female,pre,type1,p4,l1,nopc,nob/c,496500,4.56,0.7018,0,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,16020,cib,654,cib,45-54,not_inst,74.32634731,north,direct,0,23,600-700
25467,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,236500,2.99,-0.3063,6786.81,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,7800,crif,556,cib,45-54,to_inst,85.07194245,north,direct,0,46,500-600
25468,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.625,0.546,762.4,180,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,3900,exp,500,exp,65-74,not_inst,50.55803571,north,direct,0,40,300-500
25469,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,346500,3.875,0.4341,9377.5,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,3540,exp,686,exp,>74,to_inst,96.7877095,north,direct,0,37,600-700
25470,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,286500,3.99,0.2594,4412.33,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,7800,cib,811,exp,>74,to_inst,70.22058824,north,direct,0,22,800-900
25471,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,406500,3.875,0.3184,0,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1u,8160,crif,630,cib,25-34,not_inst,92.80821918,north,direct,0,43,600-700
25472,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,276500,3.99,0.3904,2596.45,240,neg_amm,not_int,not_lpsm,298000,sb,pr,home,1u,3840,crif,726,cib,45-54,to_inst,92.7852349,south,direct,1,55,700-800
25473,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,166500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1u,5760,cib,535,cib,25-34,to_inst,88.56382979,central,direct,1,39,500-600
25474,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,366500,5.5,1.3652,3985.81,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1u,3960,crif,653,exp,55-64,to_inst,78.31196581,central,direct,0,55,600-700
25475,2019,cf,joint,pre,type1,p2,l1,nopc,nob/c,196500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,6120,equi,745,exp,>74,to_inst,75.13586957,north,direct,1,39,700-800
25476,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,216500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,626,exp,25-34,not_inst,75.13586957,central,direct,1,39,600-700
25477,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,206500,4.625,1.3778,526.68,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,4680,crif,797,exp,35-44,not_inst,90.57017544,central,direct,0,37,700-800
25478,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,146500,4.625,0.5378,2733.44,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,2760,exp,697,cib,45-54,to_inst,70.43269231,south,direct,0,38,600-700
25479,2019,cf,"sex not available",nopre,type2,p4,l1,nopc,b/c,456500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,536,exp,55-64,to_inst,75.13586957,south,direct,1,39,500-600
25480,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,536500,4.875,1.0805,3686.8,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1u,10800,exp,763,cib,45-54,not_inst,68.95886889,south,direct,0,45,700-800
25481,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,1.1326,5825,240,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,4860,cib,636,exp,55-64,to_inst,75.10245902,north,direct,0,43,600-700
25482,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,106500,4.625,1.1532,3301,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1u,3900,crif,684,cib,55-64,to_inst,63.39285714,north,direct,0,14,600-700
25483,2019,cf,female,pre,type2,p1,l1,nopc,b/c,136500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,0,cib,535,cib,25-34,to_inst,98.91304348,central,direct,1,11,500-600
25484,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,366500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1u,3900,exp,723,cib,35-44,not_inst,94.45876289,north,direct,1,54,700-800
25485,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,336500,4.18,0.0663,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,4620,cib,617,cib,45-54,not_inst,55.34539474,north,direct,0,38,600-700
25486,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,446500,3.99,0.5193,5650,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,4080,exp,827,cib,65-74,to_inst,80.01792115,south,direct,0,44,800-900
25487,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,386500,3.75,0.5743,14300.25,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,11400,cib,616,exp,25-34,to_inst,86.27232143,south,direct,0,30,600-700
25488,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,696500,3.99,0.5666,7000,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1u,13440,cib,766,exp,35-44,not_inst,89.52442159,south,direct,0,21,700-800
25489,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,3900,crif,887,cib,35-44,to_inst,74.37106918,north,direct,1,30,800-900
25490,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,616500,2.75,-0.9908,6064,360,not_neg,not_int,not_lpsm,1048000,sb,pr,home,1u,5760,crif,777,exp,45-54,not_inst,58.82633588,south,direct,0,39,700-800
25491,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,196500,3.99,0.6149,4943.75,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,4920,cib,672,cib,55-64,to_inst,58.13609467,north,direct,0,20,600-700
25492,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,576500,4.18,-0.128,0,360,not_neg,not_int,not_lpsm,788000,sb,pr,home,1u,8880,cib,623,cib,25-34,not_inst,73.15989848,south,direct,0,43,600-700
25493,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,236500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3180,equi,623,exp,65-74,to_inst,75.13586957,north,direct,1,39,600-700
25494,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,236500,3.75,0.9023,0,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,5760,exp,518,cib,55-64,to_inst,82.11805556,north,direct,0,39,500-600
25495,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,256500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1u,5880,crif,573,cib,45-54,to_inst,78.20121951,south,direct,1,53,500-600
25496,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,376500,2.99,-0.7191,2462.74,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,5760,exp,690,cib,65-74,to_inst,92.27941176,north,direct,0,39,600-700
25497,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,286500,3.5,0.6883,0,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,5760,exp,843,exp,35-44,to_inst,96.1409396,central,direct,0,39,800-900
25498,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.625,0.1069,1984.7,348,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,7080,crif,553,exp,35-44,not_inst,82.99256506,central,direct,0,32,500-600
25499,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,276500,4.75,0.3346,0,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1u,8280,exp,501,exp,65-74,to_inst,79.45402299,south,direct,0,31,500-600
25500,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,386500,4,0.8289,6242.25,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,8880,crif,658,exp,25-34,not_inst,97.11055276,north,direct,0,37,600-700
25501,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.6832,2761,180,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,6420,exp,525,exp,45-54,to_inst,58.83152174,central,direct,0,40,500-600
25502,2019,cf,"sex not available",nopre,type1,p2,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,1920,equi,816,exp,35-44,to_inst,75.13586957,south,direct,1,39,800-900
